"#","00_NOM","01_DATA NAIXEMENT","02_RESPONSABLE 1","03_TELÃˆFON RESP. 1","04_MÃ’BIL RESP. 1","05_ADREÃ‡A ELECTR. RESP. 1","06_RESPONSABLE 2","07_TELÃˆFON RESP. 2","08_MÃ’BIL RESP. 2","09_ADREÃ‡A ELECTR. RESP. 2","10_ADREÃ‡A","11_LOCALITAT","12_CORREU ELECTRÃ’NIC","13_ALTRES TELÃˆFONS","14_CENTRE PROCEDÃˆNCIA","15_GRUPSCLASSE"
"1","Vila Bosch, Jordi","21/06/1998","Bravo Santiago, Bernat","+34 XXXXXXX","+34 XXXXXXX","c/ del General Paula Miranda Valero","+34 XXXXXYYY","+34 XXXXZZZZ","+34 XXXXLLL","bernat@mailintaor.com","c/ de l'aviador Paula Miranda Valero","L'Armentera","jordi@mailintaor.com","","La Salle","CFI1A"
"1","Roca Cardenas, Albert","08/11/1998","Contreras Pascual, Leyre","+34 XXXXXXX","+34 XXXXXXX","c/ del General Ainhoa Sans Beltran","+34 XXXXXYYY","+34 XXXXZZZZ","+34 XXXXLLL","leyre@mailintaor.com","c/ de l'aviador Ainhoa Sans Beltran","L'Armentera","albert@mailintaor.com","","La Salle","CFI1A"
"1","Puig Izquierdo, Aina","24/07/1991","Vives Navas, Jana","+34 XXXXXXX","+34 XXXXXXX","c/ del General Laura Sala Costa","+34 XXXXXYYY","+34 XXXXZZZZ","+34 XXXXLLL","jana@mailintaor.com","c/ de l'aviador Laura Sala Costa","L'Armentera","aina@mailintaor.com","","La Salle","CFI1A"
"1","Quesada Roca, Adrià","21/06/1995","Segura Gallardo, Eloi","+34 XXXXXXX","+34 XXXXXXX","c/ del General Aleix Serra Cortes","+34 XXXXXYYY","+34 XXXXZZZZ","+34 XXXXLLL","eloi@mailintaor.com","c/ de l'aviador Aleix Serra Cortes","L'Armentera","adria@mailintaor.com","","La Salle","CFI1A"
"1","Acosta Plaza, Mariona","01/08/1992","Franco Borras, Alejandro","+34 XXXXXXX","+34 XXXXXXX","c/ del General Adrián Duran Asensio","+34 XXXXXYYY","+34 XXXXZZZZ","+34 XXXXLLL","alejandro@mailintaor.com","c/ de l'aviador Adrián Duran Asensio","L'Armentera","mariona@mailintaor.com","","La Salle","CFI1A"
"1","Esteve Ramirez, Carla","13/07/1990","Moya Saez, Noa","+34 XXXXXXX","+34 XXXXXXX","c/ del General Anna Martos Lozano","+34 XXXXXYYY","+34 XXXXZZZZ","+34 XXXXLLL","noa@mailintaor.com","c/ de l'aviador Anna Martos Lozano","L'Armentera","carla@mailintaor.com","","La Salle","CFI1A"
"1","Vives Rosell, Martina","14/09/1995","Villar Badia, Bruno","+34 XXXXXXX","+34 XXXXXXX","c/ del General Max Blanco Camps","+34 XXXXXYYY","+34 XXXXZZZZ","+34 XXXXLLL","bruno@mailintaor.com","c/ de l'aviador Max Blanco Camps","L'Armentera","martina@mailintaor.com","","La Salle","CFI1A"
"1","Cuenca Exposito, Malak","28/03/1998","Aparicio Alarcon, Elena","+34 XXXXXXX","+34 XXXXXXX","c/ del General Lucía Oliva Amaya","+34 XXXXXYYY","+34 XXXXZZZZ","+34 XXXXLLL","elena@mailintaor.com","c/ de l'aviador Lucía Oliva Amaya","L'Armentera","malak@mailintaor.com","","La Salle","CFI1A"
"1","Collado Galindo, Iker","10/12/1992","Linares Sierra, Pol","+34 XXXXXXX","+34 XXXXXXX","c/ del General Ainara Pons Montoya","+34 XXXXXYYY","+34 XXXXZZZZ","+34 XXXXLLL","pol@mailintaor.com","c/ de l'aviador Ainara Pons Montoya","L'Armentera","iker@mailintaor.com","","La Salle","CFI1A"
"1","Cabrera Navas, Lluc","29/10/1995","Duran Andreu, Jordi","+34 XXXXXXX","+34 XXXXXXX","c/ del General Elsa Bernal Borras","+34 XXXXXYYY","+34 XXXXZZZZ","+34 XXXXLLL","jordi@mailintaor.com","c/ de l'aviador Elsa Bernal Borras","L'Armentera","lluc@mailintaor.com","","La Salle","CFI1A"
"1","Bosch Borras, Naiara","18/05/1992","Vives Royo, Oriol","+34 XXXXXXX","+34 XXXXXXX","c/ del General Ainara Aguilar Rivera","+34 XXXXXYYY","+34 XXXXZZZZ","+34 XXXXLLL","oriol@mailintaor.com","c/ de l'aviador Ainara Aguilar Rivera","L'Armentera","naiara@mailintaor.com","","La Salle","CFI1A"
"1","Martos Riera, Gabriel","01/01/1991","Alvarez Espinosa, Carlota","+34 XXXXXXX","+34 XXXXXXX","c/ del General Aya Nieto Sabate","+34 XXXXXYYY","+34 XXXXZZZZ","+34 XXXXLLL","carlota@mailintaor.com","c/ de l'aviador Aya Nieto Sabate","L'Armentera","gabriel@mailintaor.com","","La Salle","CFI1A"
"1","Mesa Fuentes, Nil","05/10/1999","Roig Barrera, Jana","+34 XXXXXXX","+34 XXXXXXX","c/ del General Joan Bonet Flores","+34 XXXXXYYY","+34 XXXXZZZZ","+34 XXXXLLL","jana@mailintaor.com","c/ de l'aviador Joan Bonet Flores","L'Armentera","nil@mailintaor.com","","La Salle","CFI1A"
"1","Mir Galvez, Jordi","25/11/1999","Torrent Soler, Jana","+34 XXXXXXX","+34 XXXXXXX","c/ del General Alexandra Sans Vargas","+34 XXXXXYYY","+34 XXXXZZZZ","+34 XXXXLLL","jana@mailintaor.com","c/ de l'aviador Alexandra Sans Vargas","L'Armentera","jordi@mailintaor.com","","La Salle","CFI1A"
"1","Perez Lara, Emma","11/12/1998","Acosta Vives, Alexandra","+34 XXXXXXX","+34 XXXXXXX","c/ del General Carla Sanchez Salazar","+34 XXXXXYYY","+34 XXXXZZZZ","+34 XXXXLLL","alexandra@mailintaor.com","c/ de l'aviador Carla Sanchez Salazar","L'Armentera","emma@mailintaor.com","","La Salle","CFI1A"
"1","Gil Valles, Lluc","16/05/1991","Egea Plaza, Erik","+34 XXXXXXX","+34 XXXXXXX","c/ del General Carlota Bravo Sola","+34 XXXXXYYY","+34 XXXXZZZZ","+34 XXXXLLL","erik@mailintaor.com","c/ de l'aviador Carlota Bravo Sola","L'Armentera","lluc@mailintaor.com","","La Salle","CFI1A"
"1","Salazar Hernandez, Sergi","22/04/1999","Heredia Casas, Alexandra","+34 XXXXXXX","+34 XXXXXXX","c/ del General José Gracia Camps","+34 XXXXXYYY","+34 XXXXZZZZ","+34 XXXXLLL","alexandra@mailintaor.com","c/ de l'aviador José Gracia Camps","L'Armentera","sergi@mailintaor.com","","La Salle","CFI1A"
"1","Santamaria Bernal, Judith","20/08/1993","Robles Castaño, Marwa","+34 XXXXXXX","+34 XXXXXXX","c/ del General Adam Fernandez Reina","+34 XXXXXYYY","+34 XXXXZZZZ","+34 XXXXLLL","marwa@mailintaor.com","c/ de l'aviador Adam Fernandez Reina","L'Armentera","judith@mailintaor.com","","La Salle","CFI1A"
"1","Castillo Pastor, Ismael","21/04/1995","Fuentes Marco, Ayman","+34 XXXXXXX","+34 XXXXXXX","c/ del General Daniela Llorens Cortes","+34 XXXXXYYY","+34 XXXXZZZZ","+34 XXXXLLL","ayman@mailintaor.com","c/ de l'aviador Daniela Llorens Cortes","L'Armentera","ismael@mailintaor.com","","La Salle","CFI1A"
"1","Sierra Salazar, Adrián","09/09/1993","Marquez Marti, Quim","+34 XXXXXXX","+34 XXXXXXX","c/ del General Nerea Mas Sabate","+34 XXXXXYYY","+34 XXXXZZZZ","+34 XXXXLLL","quim@mailintaor.com","c/ de l'aviador Nerea Mas Sabate","L'Armentera","adrian@mailintaor.com","","La Salle","CFI1A"
"1","Roca Carreras, Nil","08/06/1994","Merino Colomer, Ayman","+34 XXXXXXX","+34 XXXXXXX","c/ del General Xavi Ramon Hidalgo","+34 XXXXXYYY","+34 XXXXZZZZ","+34 XXXXLLL","ayman@mailintaor.com","c/ de l'aviador Xavi Ramon Hidalgo","L'Armentera","nil@mailintaor.com","","La Salle","CFI1A"
"1","Pardo Valverde, Irene","20/08/1994","Lozano Diaz, Paula","+34 XXXXXXX","+34 XXXXXXX","c/ del General Isaac Navas Navarro","+34 XXXXXYYY","+34 XXXXZZZZ","+34 XXXXLLL","paula@mailintaor.com","c/ de l'aviador Isaac Navas Navarro","L'Armentera","irene@mailintaor.com","","La Salle","CFI1A"
"1","Pla Pallares, Oriol","10/02/1994","Ortega Camps, Hugo","+34 XXXXXXX","+34 XXXXXXX","c/ del General Ian Sabate Ponce","+34 XXXXXYYY","+34 XXXXZZZZ","+34 XXXXLLL","hugo@mailintaor.com","c/ de l'aviador Ian Sabate Ponce","L'Armentera","oriol@mailintaor.com","","La Salle","CFI2A"
"1","Miro Miro, Eloi","04/02/1991","Alarcon Marin, Leyre","+34 XXXXXXX","+34 XXXXXXX","c/ del General Miquel Casas Castillo","+34 XXXXXYYY","+34 XXXXZZZZ","+34 XXXXLLL","leyre@mailintaor.com","c/ de l'aviador Miquel Casas Castillo","L'Armentera","eloi@mailintaor.com","","La Salle","CFI2A"
"1","Juan Villar, Laia","25/12/1992","Amaya Pascual, Laia","+34 XXXXXXX","+34 XXXXXXX","c/ del General Laura Carbonell Ruiz","+34 XXXXXYYY","+34 XXXXZZZZ","+34 XXXXLLL","laia@mailintaor.com","c/ de l'aviador Laura Carbonell Ruiz","L'Armentera","laia@mailintaor.com","","La Salle","CFI2A"
"1","Segura Cardenas, Ayman","16/07/1999","Escobar Cardenas, Álvaro","+34 XXXXXXX","+34 XXXXXXX","c/ del General Marcos Tomas Montoya","+34 XXXXXYYY","+34 XXXXZZZZ","+34 XXXXLLL","alvaro@mailintaor.com","c/ de l'aviador Marcos Tomas Montoya","L'Armentera","ayman@mailintaor.com","","La Salle","CFI2A"
"1","Marquez Ramirez, Emma","07/05/1991","Andreu Morales, Carlota","+34 XXXXXXX","+34 XXXXXXX","c/ del General Sergio Montero Vazquez","+34 XXXXXYYY","+34 XXXXZZZZ","+34 XXXXLLL","carlota@mailintaor.com","c/ de l'aviador Sergio Montero Vazquez","L'Armentera","emma@mailintaor.com","","La Salle","CFI2A"
"1","Andreu Rius, Jaume","18/07/1998","Egea Exposito, Marina","+34 XXXXXXX","+34 XXXXXXX","c/ del General Leo Reina Duran","+34 XXXXXYYY","+34 XXXXZZZZ","+34 XXXXLLL","marina@mailintaor.com","c/ de l'aviador Leo Reina Duran","L'Armentera","jaume@mailintaor.com","","La Salle","CFI2A"
"1","Montes Sans, Abril","15/10/1990","Salas Bernal, Leo","+34 XXXXXXX","+34 XXXXXXX","c/ del General José Palau Delgado","+34 XXXXXYYY","+34 XXXXZZZZ","+34 XXXXLLL","leo@mailintaor.com","c/ de l'aviador José Palau Delgado","L'Armentera","abril@mailintaor.com","","La Salle","CFI2A"
"1","Sans Quintana, Eva","18/06/1991","Zamora Herrera, Dídac","+34 XXXXXXX","+34 XXXXXXX","c/ del General Marina Quintana Pages","+34 XXXXXYYY","+34 XXXXZZZZ","+34 XXXXLLL","didac@mailintaor.com","c/ de l'aviador Marina Quintana Pages","L'Armentera","eva@mailintaor.com","","La Salle","CFI2A"
"1","Piñol Gomez, Elsa","22/02/1994","Gallego Vicente, Lluc","+34 XXXXXXX","+34 XXXXXXX","c/ del General Miguel Villar Moreno","+34 XXXXXYYY","+34 XXXXZZZZ","+34 XXXXLLL","lluc@mailintaor.com","c/ de l'aviador Miguel Villar Moreno","L'Armentera","elsa@mailintaor.com","","La Salle","CFI2A"
"1","Domenech Pla, Mireia","07/10/1996","Garcia Pla, Naiara","+34 XXXXXXX","+34 XXXXXXX","c/ del General Valentina Aparicio Marquez","+34 XXXXXYYY","+34 XXXXZZZZ","+34 XXXXLLL","naiara@mailintaor.com","c/ de l'aviador Valentina Aparicio Marquez","L'Armentera","mireia@mailintaor.com","","La Salle","CFI2A"
"1","Bravo Casanovas, Alan","31/10/1993","Reina Valles, Dídac","+34 XXXXXXX","+34 XXXXXXX","c/ del General Elsa Diez Esteban","+34 XXXXXYYY","+34 XXXXZZZZ","+34 XXXXLLL","didac@mailintaor.com","c/ de l'aviador Elsa Diez Esteban","L'Armentera","alan@mailintaor.com","","La Salle","CFI2A"
"1","Guillen Escudero, Carla","29/03/1992","Sola Cabrera, Sergio","+34 XXXXXXX","+34 XXXXXXX","c/ del General Nora Paredes Serrano","+34 XXXXXYYY","+34 XXXXZZZZ","+34 XXXXLLL","sergio@mailintaor.com","c/ de l'aviador Nora Paredes Serrano","L'Armentera","carla@mailintaor.com","","La Salle","CFI2A"
"1","Mateo Salas, Naia","11/04/1996","Font Arias, Mar","+34 XXXXXXX","+34 XXXXXXX","c/ del General Judit Marco Sabate","+34 XXXXXYYY","+34 XXXXZZZZ","+34 XXXXLLL","mar@mailintaor.com","c/ de l'aviador Judit Marco Sabate","L'Armentera","naia@mailintaor.com","","La Salle","CFI2A"
"1","Sierra Pardo, Samuel","29/06/1990","Royo Roca, José","+34 XXXXXXX","+34 XXXXXXX","c/ del General Cristina Riera Ortiz","+34 XXXXXYYY","+34 XXXXZZZZ","+34 XXXXLLL","jose@mailintaor.com","c/ de l'aviador Cristina Riera Ortiz","L'Armentera","samuel@mailintaor.com","","La Salle","CFI2A"
"1","Salazar Carbonell, Cristina","08/10/1999","Alonso Nadal, Adrián","+34 XXXXXXX","+34 XXXXXXX","c/ del General Ariadna Dalmau Diez","+34 XXXXXYYY","+34 XXXXZZZZ","+34 XXXXLLL","adrian@mailintaor.com","c/ de l'aviador Ariadna Dalmau Diez","L'Armentera","cristina@mailintaor.com","","La Salle","CFI2A"
"1","Galan Juan, Ivet","11/03/1993","Mir Arenas, Rayan","+34 XXXXXXX","+34 XXXXXXX","c/ del General Anna Vera Bosch","+34 XXXXXYYY","+34 XXXXZZZZ","+34 XXXXLLL","rayan@mailintaor.com","c/ de l'aviador Anna Vera Bosch","L'Armentera","ivet@mailintaor.com","","La Salle","CFI2A"
"1","Ponce Gracia, Laura","21/11/1993","Valls Puig, Irene","+34 XXXXXXX","+34 XXXXXXX","c/ del General Valentina Casals Benitez","+34 XXXXXYYY","+34 XXXXZZZZ","+34 XXXXLLL","irene@mailintaor.com","c/ de l'aviador Valentina Casals Benitez","L'Armentera","laura@mailintaor.com","","La Salle","CFI2A"
"1","Vives Aguilera, Álvaro","23/03/1996","Andreu Bosch, Lluc","+34 XXXXXXX","+34 XXXXXXX","c/ del General Abril Esteban Caballero","+34 XXXXXYYY","+34 XXXXZZZZ","+34 XXXXLLL","lluc@mailintaor.com","c/ de l'aviador Abril Esteban Caballero","L'Armentera","alvaro@mailintaor.com","","La Salle","CFI2A"
"1","Font Costa, Aina","29/09/1994","Rovira Oliva, Dídac","+34 XXXXXXX","+34 XXXXXXX","c/ del General Ian Arenas Rojas","+34 XXXXXYYY","+34 XXXXZZZZ","+34 XXXXLLL","didac@mailintaor.com","c/ de l'aviador Ian Arenas Rojas","L'Armentera","aina@mailintaor.com","","La Salle","CFI2A"
"1","Maldonado Castaño, Marc","20/06/1997","Torres Castells, Malak","+34 XXXXXXX","+34 XXXXXXX","c/ del General Emma Sola Salas","+34 XXXXXYYY","+34 XXXXZZZZ","+34 XXXXLLL","malak@mailintaor.com","c/ de l'aviador Emma Sola Salas","L'Armentera","marc@mailintaor.com","","La Salle","CFI2A"
"1","Valverde Mora, Sergio","31/05/1991","Muñoz Santiago, Helena","+34 XXXXXXX","+34 XXXXXXX","c/ del General Eva Manzano Iglesias","+34 XXXXXYYY","+34 XXXXZZZZ","+34 XXXXLLL","helena@mailintaor.com","c/ de l'aviador Eva Manzano Iglesias","L'Armentera","sergio@mailintaor.com","","La Salle","CFI2A"
"1","Juan Lozano, Carlota","22/09/1995","Redondo Paredes, Alexandra","+34 XXXXXXX","+34 XXXXXXX","c/ del General Leire Andres Alarcon","+34 XXXXXYYY","+34 XXXXZZZZ","+34 XXXXLLL","alexandra@mailintaor.com","c/ de l'aviador Leire Andres Alarcon","L'Armentera","carlota@mailintaor.com","","La Salle","CFI2A"
"1","Guerra Silva, Iris","17/11/1991","Heredia Rosell, Alexandra","+34 XXXXXXX","+34 XXXXXXX","c/ del General Iker Colomer Ros","+34 XXXXXYYY","+34 XXXXZZZZ","+34 XXXXLLL","alexandra@mailintaor.com","c/ de l'aviador Iker Colomer Ros","L'Armentera","iris@mailintaor.com","","La Salle","CFA1A"
"1","Guerrero Rios, Guillem","02/06/1993","Cruz Camps, Ainara","+34 XXXXXXX","+34 XXXXXXX","c/ del General Erik Mata Gallego","+34 XXXXXYYY","+34 XXXXZZZZ","+34 XXXXLLL","ainara@mailintaor.com","c/ de l'aviador Erik Mata Gallego","L'Armentera","guillem@mailintaor.com","","La Salle","CFA1A"
"1","Rico Nadal, Sara","09/01/1994","Mendoza Velasco, Roger","+34 XXXXXXX","+34 XXXXXXX","c/ del General Erik Escobar Guillen","+34 XXXXXYYY","+34 XXXXZZZZ","+34 XXXXLLL","roger@mailintaor.com","c/ de l'aviador Erik Escobar Guillen","L'Armentera","sara@mailintaor.com","","La Salle","CFA1A"
"1","Castro Duran, Pol","26/11/1992","Segura Velasco, Blanca","+34 XXXXXXX","+34 XXXXXXX","c/ del General Jana Hidalgo Iglesias","+34 XXXXXYYY","+34 XXXXZZZZ","+34 XXXXLLL","blanca@mailintaor.com","c/ de l'aviador Jana Hidalgo Iglesias","L'Armentera","pol@mailintaor.com","","La Salle","CFA1A"
"1","Garrido Ordoñez, Adam","15/02/1998","Sala Galindo, Carlos","+34 XXXXXXX","+34 XXXXXXX","c/ del General Oriol Velasco Badia","+34 XXXXXYYY","+34 XXXXZZZZ","+34 XXXXLLL","carlos@mailintaor.com","c/ de l'aviador Oriol Velasco Badia","L'Armentera","adam@mailintaor.com","","La Salle","CFA1A"
"1","Font Hidalgo, Xavier","08/07/1999","Prats Miguel, Martí","+34 XXXXXXX","+34 XXXXXXX","c/ del General Nil Izquierdo Vazquez","+34 XXXXXYYY","+34 XXXXZZZZ","+34 XXXXLLL","marti@mailintaor.com","c/ de l'aviador Nil Izquierdo Vazquez","L'Armentera","xavier@mailintaor.com","","La Salle","CFA1A"
"1","Garriga Roca, Eloi","25/12/1998","Hidalgo Serra, Queralt","+34 XXXXXXX","+34 XXXXXXX","c/ del General Gisela Rico Castillo","+34 XXXXXYYY","+34 XXXXZZZZ","+34 XXXXLLL","queralt@mailintaor.com","c/ de l'aviador Gisela Rico Castillo","L'Armentera","eloi@mailintaor.com","","La Salle","CFA1A"
"1","Soto Comas, Inés","14/07/1997","Nuñez Cabello, Rayan","+34 XXXXXXX","+34 XXXXXXX","c/ del General Lluc Heredia Cortes","+34 XXXXXYYY","+34 XXXXZZZZ","+34 XXXXLLL","rayan@mailintaor.com","c/ de l'aviador Lluc Heredia Cortes","L'Armentera","ines@mailintaor.com","","La Salle","CFA1A"
"1","Mateu Leon, Jana","02/12/1995","Silva Estrada, Martí","+34 XXXXXXX","+34 XXXXXXX","c/ del General Alan Bueno Vives","+34 XXXXXYYY","+34 XXXXZZZZ","+34 XXXXLLL","marti@mailintaor.com","c/ de l'aviador Alan Bueno Vives","L'Armentera","jana@mailintaor.com","","La Salle","CFA1A"
"1","Mendez Guerrero, Nora","18/07/1991","Lopez Bravo, Alejandro","+34 XXXXXXX","+34 XXXXXXX","c/ del General Berta Gutierrez Torrent","+34 XXXXXYYY","+34 XXXXZZZZ","+34 XXXXLLL","alejandro@mailintaor.com","c/ de l'aviador Berta Gutierrez Torrent","L'Armentera","nora@mailintaor.com","","La Salle","CFA1A"
"1","Juan Puig, Hugo","16/12/1992","Bravo Ramon, Joan","+34 XXXXXXX","+34 XXXXXXX","c/ del General Joan Ferre Sans","+34 XXXXXYYY","+34 XXXXZZZZ","+34 XXXXLLL","joan@mailintaor.com","c/ de l'aviador Joan Ferre Sans","L'Armentera","hugo@mailintaor.com","","La Salle","CFA1A"
"1","Rius Aguilar, Aya","12/10/1999","Ortega Marin, Gabriel","+34 XXXXXXX","+34 XXXXXXX","c/ del General Max Cruz Soler","+34 XXXXXYYY","+34 XXXXZZZZ","+34 XXXXLLL","gabriel@mailintaor.com","c/ de l'aviador Max Cruz Soler","L'Armentera","aya@mailintaor.com","","La Salle","CFA1A"
"1","Castaño Puig, Lluc","20/11/1994","Valero Merino, Pol","+34 XXXXXXX","+34 XXXXXXX","c/ del General Judit Navarro Cruz","+34 XXXXXYYY","+34 XXXXZZZZ","+34 XXXXLLL","pol@mailintaor.com","c/ de l'aviador Judit Navarro Cruz","L'Armentera","lluc@mailintaor.com","","La Salle","CFA1A"
"1","Fernandez Duran, Alexandra","23/04/1999","Llorens Hidalgo, Albert","+34 XXXXXXX","+34 XXXXXXX","c/ del General Blanca Aguilera Paredes","+34 XXXXXYYY","+34 XXXXZZZZ","+34 XXXXLLL","albert@mailintaor.com","c/ de l'aviador Blanca Aguilera Paredes","L'Armentera","alexandra@mailintaor.com","","La Salle","CFA1A"
"1","Hidalgo Carrera, Joel","23/05/1994","Carmona Cuevas, Aya","+34 XXXXXXX","+34 XXXXXXX","c/ del General Joana Beltran Codina","+34 XXXXXYYY","+34 XXXXZZZZ","+34 XXXXLLL","aya@mailintaor.com","c/ de l'aviador Joana Beltran Codina","L'Armentera","joel@mailintaor.com","","La Salle","CFA1A"
"1","Rovira Salvador, Quim","29/09/1997","Garriga Benitez, Albert","+34 XXXXXXX","+34 XXXXXXX","c/ del General Nora Dalmau Flores","+34 XXXXXYYY","+34 XXXXZZZZ","+34 XXXXLLL","albert@mailintaor.com","c/ de l'aviador Nora Dalmau Flores","L'Armentera","quim@mailintaor.com","","La Salle","CFA1A"
"1","Casas Pujol, Daniel","08/04/1999","Codina Carrera, David","+34 XXXXXXX","+34 XXXXXXX","c/ del General Rayan Salas Carrillo","+34 XXXXXYYY","+34 XXXXZZZZ","+34 XXXXLLL","david@mailintaor.com","c/ de l'aviador Rayan Salas Carrillo","L'Armentera","daniel@mailintaor.com","","La Salle","CFA1A"
"1","Sanchez Pallares, Miquel","19/02/1993","Prats Valles, Max","+34 XXXXXXX","+34 XXXXXXX","c/ del General Bruno Rico Navas","+34 XXXXXYYY","+34 XXXXZZZZ","+34 XXXXLLL","max@mailintaor.com","c/ de l'aviador Bruno Rico Navas","L'Armentera","miquel@mailintaor.com","","La Salle","CFA1A"
"1","Peña Pastor, Dídac","14/03/1999","Carmona Soto, Xavi","+34 XXXXXXX","+34 XXXXXXX","c/ del General Daniel Grau Palacios","+34 XXXXXYYY","+34 XXXXZZZZ","+34 XXXXLLL","xavi@mailintaor.com","c/ de l'aviador Daniel Grau Palacios","L'Armentera","didac@mailintaor.com","","La Salle","CFA1A"
"1","Rubio Gil, Albert","21/04/1991","Silva Cuevas, Unai","+34 XXXXXXX","+34 XXXXXXX","c/ del General Bernat Bermudez Galan","+34 XXXXXYYY","+34 XXXXZZZZ","+34 XXXXLLL","unai@mailintaor.com","c/ de l'aviador Bernat Bermudez Galan","L'Armentera","albert@mailintaor.com","","La Salle","CFA1A"
"1","Maldonado Bertran, Ainara","18/12/1991","Santos Caballero, Naiara","+34 XXXXXXX","+34 XXXXXXX","c/ del General Ferran Molina Aguilar","+34 XXXXXYYY","+34 XXXXZZZZ","+34 XXXXLLL","naiara@mailintaor.com","c/ de l'aviador Ferran Molina Aguilar","L'Armentera","ainara@mailintaor.com","","La Salle","CFA1A"
"1","Padilla Flores, Marina","28/04/1995","Carrera Santos, Axel","+34 XXXXXXX","+34 XXXXXXX","c/ del General Leire Sanchez Simon","+34 XXXXXYYY","+34 XXXXZZZZ","+34 XXXXLLL","axel@mailintaor.com","c/ de l'aviador Leire Sanchez Simon","L'Armentera","marina@mailintaor.com","","La Salle","CFA1A"
"1","Acosta Ramon, Malak","28/07/1993","Padilla Carmona, Blanca","+34 XXXXXXX","+34 XXXXXXX","c/ del General Lucas Morales Puig","+34 XXXXXYYY","+34 XXXXZZZZ","+34 XXXXLLL","blanca@mailintaor.com","c/ de l'aviador Lucas Morales Puig","L'Armentera","malak@mailintaor.com","","La Salle","CFA1A"
"1","Blanco Vargas, Xavier","23/02/1999","Paredes Navas, Marta","+34 XXXXXXX","+34 XXXXXXX","c/ del General Mario Ros Villar","+34 XXXXXYYY","+34 XXXXZZZZ","+34 XXXXLLL","marta@mailintaor.com","c/ de l'aviador Mario Ros Villar","L'Armentera","xavier@mailintaor.com","","La Salle","CFA1A"
"1","Villar Serra, Max","10/02/1999","Robles Ruiz, Paula","+34 XXXXXXX","+34 XXXXXXX","c/ del General Ariadna Beltran Pla","+34 XXXXXYYY","+34 XXXXZZZZ","+34 XXXXLLL","paula@mailintaor.com","c/ de l'aviador Ariadna Beltran Pla","L'Armentera","max@mailintaor.com","","La Salle","CFA1B"
"1","Egea Carbonell, Antonio","01/07/1998","Montes Salas, Antonio","+34 XXXXXXX","+34 XXXXXXX","c/ del General Bernat Serra Martos","+34 XXXXXYYY","+34 XXXXZZZZ","+34 XXXXLLL","antonio@mailintaor.com","c/ de l'aviador Bernat Serra Martos","L'Armentera","antonio@mailintaor.com","","La Salle","CFA1B"
"1","Moya Martin, Javier","23/03/1990","Crespo Molina, Jaume","+34 XXXXXXX","+34 XXXXXXX","c/ del General Jana Quesada Mas","+34 XXXXXYYY","+34 XXXXZZZZ","+34 XXXXLLL","jaume@mailintaor.com","c/ de l'aviador Jana Quesada Mas","L'Armentera","javier@mailintaor.com","","La Salle","CFA1B"
"1","Macias Gomez, Isaac","19/01/1996","Ramon Manzano, Ainhoa","+34 XXXXXXX","+34 XXXXXXX","c/ del General Gerard Mateu Ventura","+34 XXXXXYYY","+34 XXXXZZZZ","+34 XXXXLLL","ainhoa@mailintaor.com","c/ de l'aviador Gerard Mateu Ventura","L'Armentera","isaac@mailintaor.com","","La Salle","CFA1B"
"1","Manzano Piñol, José","25/07/1994","Rodriguez Rey, Unai","+34 XXXXXXX","+34 XXXXXXX","c/ del General Biel Carbonell Grau","+34 XXXXXYYY","+34 XXXXZZZZ","+34 XXXXLLL","unai@mailintaor.com","c/ de l'aviador Biel Carbonell Grau","L'Armentera","jose@mailintaor.com","","La Salle","CFA1B"
"1","Esteban Perez, Pol","26/05/1994","Estrada Sole, Unai","+34 XXXXXXX","+34 XXXXXXX","c/ del General Lucía Aparicio Valle","+34 XXXXXYYY","+34 XXXXZZZZ","+34 XXXXLLL","unai@mailintaor.com","c/ de l'aviador Lucía Aparicio Valle","L'Armentera","pol@mailintaor.com","","La Salle","CFA1B"
"1","Alba Casals, Mario","09/02/1999","Izquierdo Badia, Eloi","+34 XXXXXXX","+34 XXXXXXX","c/ del General Martina Casals Ventura","+34 XXXXXYYY","+34 XXXXZZZZ","+34 XXXXLLL","eloi@mailintaor.com","c/ de l'aviador Martina Casals Ventura","L'Armentera","mario@mailintaor.com","","La Salle","CFA1B"
"1","Rueda Nuñez, Ona","02/07/1992","Pardo Franco, Jan","+34 XXXXXXX","+34 XXXXXXX","c/ del General Pablo Flores Piñol","+34 XXXXXYYY","+34 XXXXZZZZ","+34 XXXXLLL","jan@mailintaor.com","c/ de l'aviador Pablo Flores Piñol","L'Armentera","ona@mailintaor.com","","La Salle","CFA1B"
"1","Marcos Sala, Izan","11/05/1991","Martin Torres, Joan","+34 XXXXXXX","+34 XXXXXXX","c/ del General Lucas Valencia Nuñez","+34 XXXXXYYY","+34 XXXXZZZZ","+34 XXXXLLL","joan@mailintaor.com","c/ de l'aviador Lucas Valencia Nuñez","L'Armentera","izan@mailintaor.com","","La Salle","CFA1B"
"1","Quintana Rios, Lola","06/08/1990","Rosell Valverde, Ismael","+34 XXXXXXX","+34 XXXXXXX","c/ del General Daniel Bautista Ribas","+34 XXXXXYYY","+34 XXXXZZZZ","+34 XXXXLLL","ismael@mailintaor.com","c/ de l'aviador Daniel Bautista Ribas","L'Armentera","lola@mailintaor.com","","La Salle","CFA1B"
